Category,State,Rank,HS Code,Description,Value2017,Value2018,Value2019,Value2020,Share2017,Share2018,Share2019,Share2020,
Export,NV,1,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI (OTHER THAN POW",6285,4918,2686,2523,51.7,44.3,29.9,24.4,
Export,NV,2,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",282,321,278,947,2.3,2.9,3.1,9.2,
Export,NV,3,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,36,48,258,768,0.3,0.4,2.9,7.4,
Export,NV,4,260300,COPPER ORES AND CONCENTRATES,365,446,410,573,3.0,4.0,4.6,5.5,
Export,NV,5,852351,SOLID-STATE NON-VOLATILE SEMICONDUCTOR STORAGE DEV,10,15,92,462,0.1,0.1,1.0,4.5,
Export,NV,6,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",502,553,462,380,4.1,5.0,5.1,3.7,
Export,NV,7,711890,"COIN, NESOI",231,242,280,329,1.9,2.2,3.1,3.2,
Export,NV,8,850153,"AC MOTORS NESOI, MULTI-PHASE, OF AN OUTPUT EXCEEDI",2,6,20,316,0.0,0.1,0.2,3.1,
Export,NV,9,850760,LITHIUM ION BATTERIES,97,131,136,256,0.8,1.2,1.5,2.5,
Export,NV,10,950430,"GAMES OPERATED BY COINS, TOKENS OR OTHER MEANS OF",624,716,551,187,5.1,6.5,6.1,1.8,
Export,NV,11,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",3,3,17,136,0.0,0.0,0.2,1.3,
Export,NV,12,903180,"MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND",144,147,116,125,1.2,1.3,1.3,1.2,
Export,NV,13,711810,"COIN (OTHER THAN GOLD COIN), NOT BEING LEGAL TENDE",0,17,39,117,0.0,0.2,0.4,1.1,
Export,NV,14,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",160,179,189,100,1.3,1.6,2.1,1.0,
Export,NV,15,841370,"CENTRIFUGAL PUMPS, NESOI",54,90,72,96,0.4,0.8,0.8,0.9,
Export,NV,16,90121,"COFFEE, ROASTED, NOT DECAFFEINATED",84,88,94,93,0.7,0.8,1.0,0.9,
Export,NV,17,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",88,89,67,86,0.7,0.8,0.7,0.8,
Export,NV,18,851712,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRE,101,185,156,76,0.8,1.7,1.7,0.7,
Export,NV,19,40221,"MILK AND CREAM, CONCENTRATED, NOT SWEETENED, IN PO",38,40,31,70,0.3,0.4,0.3,0.7,
Export,NV,20,970110,"PAINTINGS, DRAWINGS AND PASTELS, HAND EXECUTED WOR",6,14,2,68,0.0,0.1,0.0,0.7,
Export,NV,21,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",54,67,54,66,0.4,0.6,0.6,0.6,
Export,NV,22,854370,"ELECTRICAL MACHINES AND APPARATUS, HAVING INDIVIDU",27,23,42,57,0.2,0.2,0.5,0.5,
Export,NV,23,262099,"ASH AND RESIDUES NESOI, CONTAINING METALS OR METAL",10,7,28,53,0.1,0.1,0.3,0.5,
Export,NV,24,902290,"X-RAY GENERATORS, HIGH TENSION GENERATORS, CONTROL",44,59,57,52,0.4,0.5,0.6,0.5,
Export,NV,25,854129,"TRANSISTORS, OTHER THAN PHOTOSENSITIVE, NESOI",50,46,36,46,0.4,0.4,0.4,0.4,
Import,NV,-1,0,Total_25,4657,4338,3844,6565,37.9,36.8,35.1,50.8,
Import,NV,1,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",279,332,285,1164,2.3,2.8,2.6,9.0,
Import,NV,2,851712,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRE,582,254,205,981,4.7,2.2,1.9,7.6,
Import,NV,3,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",770,1035,667,576,6.3,8.8,6.1,4.5,
Import,NV,4,850790,"PARTS OF ELECTRIC STORAGE BATTERIES, INCLUDING SEP",101,175,294,300,0.8,1.5,2.7,2.3,
Import,NV,5,852351,SOLID-STATE NON-VOLATILE SEMICONDUCTOR STORAGE DEV,78,46,50,280,0.6,0.4,0.5,2.2,
Import,NV,6,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",32,23,84,276,0.3,0.2,0.8,2.1,
Import,NV,7,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",179,164,155,274,1.5,1.4,1.4,2.1,
Import,NV,8,880240,"AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN",673,369,228,250,5.5,3.1,2.1,1.9,
Import,NV,9,293790,"HORMONES, PROSTAGLANDINS, THROMBOXANES AND LEUKOTR",19,83,62,249,0.2,0.7,0.6,1.9,
Import,NV,10,851770,PARTS OF TELEPHONE SETS AND OTHER APPARATUS FOR TH,168,130,55,207,1.4,1.1,0.5,1.6,
Import,NV,11,950430,"GAMES OPERATED BY COINS, TOKENS OR OTHER MEANS OF",500,605,448,202,4.1,5.1,4.1,1.6,
Import,NV,12,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,106,140,245,201,0.9,1.2,2.2,1.6,
Import,NV,13,853710,"BOARDS, PANELS, CONSOLES, ETC. WITH ELECTRICAL APP",38,74,153,161,0.3,0.6,1.4,1.2,
Import,NV,14,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS, GENERATING S",7,64,134,158,0.1,0.5,1.2,1.2,
Import,NV,15,630790,"MADE-UP TEXTILE ARTICLES, NESOI",20,18,22,151,0.2,0.1,0.2,1.2,
Import,NV,16,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,602,294,59,142,4.9,2.5,0.5,1.1,
Import,NV,17,620342,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, B",145,192,201,140,1.2,1.6,1.8,1.1,
Import,NV,18,711890,"COIN, NESOI",68,86,109,133,0.6,0.7,1.0,1.0,
Import,NV,19,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",75,55,82,123,0.6,0.5,0.7,1.0,
Import,NV,20,285390,"PHOSPHIDES, EXCLUD FERROPHOSPHORUS; OTHER INORGANI",65,27,90,118,0.5,0.2,0.8,0.9,
Import,NV,21,392690,"ARTICLES OF PLASTICS, NESOI",39,55,56,113,0.3,0.5,0.5,0.9,
Import,NV,22,401519,"GLOVES, EXCEPT SURGICAL AND MEDICAL GLOVES, OF VUL",75,74,57,105,0.6,0.6,0.5,0.8,
Import,NV,23,392119,"PLATES, SHEETS, FILM, FOIL AND STRIP OF PLASTICS N",0,0,36,97,0.0,0.0,0.3,0.7,
Import,NV,24,901920,"OZONE THERAPY, OXYGEN THERAPY, AEROSOL THERAPY, AR",25,32,44,84,0.2,0.3,0.4,0.7,
Import,NV,25,850760,LITHIUM ION BATTERIES,13,12,21,80,0.1,0.1,0.2,0.6,
Export,NH,-1,0,Total_25,2410,2809,3330,3156,46.8,52.9,57.1,57.9,
Export,NH,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",494,836,1347,920,9.6,15.7,23.1,16.9,
Export,NH,2,300390,"MEDICAMENTS (EXCLUDING VACCINES, BANDAGES AND PHAR",266,315,300,327,5.2,5.9,5.1,6.0,
Export,NH,3,844399,"PARTS AND ACCESSORIES OF PRINTERS, COPYING MACHINE",249,214,180,182,4.8,4.0,3.1,3.3,
Export,NH,4,852990,PARTS (EXCEPT ANTENNAS AND REFLECTORS) FOR USE WIT,75,71,137,173,1.5,1.3,2.3,3.2,
Export,NH,5,851712,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRE,116,113,132,168,2.2,2.1,2.3,3.1,
Export,NH,6,846693,"PARTS AND ACCESSORIES FOR MACHINE TOOLS, FOR LASER",145,168,156,151,2.8,3.2,2.7,2.8,
Export,NH,7,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",10,9,17,128,0.2,0.2,0.3,2.3,
Export,NH,8,930200,"REVOLVERS AND PISTOLS, DESIGNED TO FIRE LIVE AMMUN",42,78,27,103,0.8,1.5,0.5,1.9,
Export,NH,9,852910,ANTENNAS AND ANTENNA REFLECTORS AND PARTS THEREOF,11,14,33,100,0.2,0.3,0.6,1.8,
Export,NH,10,841191,PARTS OF TURBOJETS OR TURBOPROPELLERS,38,68,71,95,0.7,1.3,1.2,1.7,
Export,NH,11,711299,"WASTE AND SCRAP OF PRECIOUS METAL, NESOI",64,75,74,91,1.2,1.4,1.3,1.7,
Export,NH,12,392690,"ARTICLES OF PLASTICS, NESOI",55,76,76,82,1.1,1.4,1.3,1.5,
Export,NH,13,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",332,183,168,78,6.4,3.4,2.9,1.4,
Export,NH,14,293711,"SOMATOTROPIN, ITS DERIVATIVES AND STRUCTURAL ANALO",0,8,19,56,0.0,0.2,0.3,1.0,
Export,NH,15,845640,MACHINE TOOLS FOR WORKING ANY MATERIAL BY REMOVAL,59,74,62,54,1.1,1.4,1.1,1.0,
Export,NH,16,900510,BINOCULARS,56,74,51,50,1.1,1.4,0.9,0.9,
Export,NH,17,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,32,32,36,48,0.6,0.6,0.6,0.9,
Export,NH,18,851770,PARTS OF TELEPHONE SETS AND OTHER APPARATUS FOR TH,113,102,58,47,2.2,1.9,1.0,0.9,
Export,NH,19,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",19,26,36,46,0.4,0.5,0.6,0.8,
Export,NH,20,848340,"GEARS AND GEARING (EXCEPT TOOTHED WHEELS, CHAIN SP",31,54,71,45,0.6,1.0,1.2,0.8,
Export,NH,21,491199,"PRINTED MATTER, NESOI",78,49,56,44,1.5,0.9,1.0,0.8,
Export,NH,22,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,27,33,34,43,0.5,0.6,0.6,0.8,
Export,NH,23,845811,"HORIZONTAL LATHES FOR REMOVING METAL, NUMERICALLY",34,48,42,42,0.7,0.9,0.7,0.8,
Export,NH,24,300214,"IMMUNOLOGICAL PRODUCTS, MIXED, NOT PUT UP IN MEASU",57,74,134,42,1.1,1.4,2.3,0.8,
Export,NH,25,901920,"OZONE THERAPY, OXYGEN THERAPY, AEROSOL THERAPY, AR",8,15,14,41,0.2,0.3,0.2,0.7,
Import,NH,-1,0,Total_25,4637,5545,5081,3499,40.9,44.4,48.3,50.4,
Import,NH,1,841191,PARTS OF TURBOJETS OR TURBOPROPELLERS,1787,2256,2297,1621,15.7,18.1,21.8,23.4,
Import,NH,2,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",1275,1326,764,290,11.2,10.6,7.3,4.2,
Import,NH,3,392119,"PLATES, SHEETS, FILM, FOIL AND STRIP OF PLASTICS N",131,145,166,194,1.2,1.2,1.6,2.8,
Import,NH,4,640399,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS OR",220,227,244,159,1.9,1.8,2.3,2.3,
Import,NH,5,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",74,102,59,148,0.7,0.8,0.6,2.1,
Import,NH,6,848340,"GEARS AND GEARING (EXCEPT TOOTHED WHEELS, CHAIN SP",124,188,229,107,1.1,1.5,2.2,1.5,
Import,NH,7,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",19,73,57,85,0.2,0.6,0.5,1.2,
Import,NH,8,271320,PETROLEUM BITUMEN,221,326,221,76,1.9,2.6,2.1,1.1,
Import,NH,9,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",143,151,217,75,1.3,1.2,2.1,1.1,
Import,NH,10,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS, NESOI",39,36,38,66,0.3,0.3,0.4,0.9,
Import,NH,11,902750,INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL,36,35,52,63,0.3,0.3,0.5,0.9,
Import,NH,12,400821,"PLATES, SHEETS AND STRIP OF VULCANIZED RUBBER, EXC",46,57,54,57,0.4,0.5,0.5,0.8,
Import,NH,13,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,69,72,45,55,0.6,0.6,0.4,0.8,
Import,NH,14,440719,"OTHER CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE,",0,9,39,50,0.0,0.1,0.4,0.7,
Import,NH,15,902890,"PARTS AND ACCESSORIES OF GAS, LIQUID OR ELECTRICIT",56,68,85,50,0.5,0.5,0.8,0.7,
Import,NH,16,640391,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS OR",96,102,116,49,0.8,0.8,1.1,0.7,
Import,NH,17,848310,TRANSMISSION SHAFTS (INCLUDING CAMSHAFTS AND CRANK,36,60,63,45,0.3,0.5,0.6,0.6,
Import,NH,18,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,59,60,52,43,0.5,0.5,0.5,0.6,
Import,NH,19,611020,"SWEATERS, PULLOVERS, SWEATSHIRTS, VESTS AND SIMILA",21,45,65,43,0.2,0.4,0.6,0.6,
Import,NH,20,930510,PARTS AND ACCESSORIES OF REVOLVERS OR PISTOLS,29,29,32,42,0.3,0.2,0.3,0.6,
Import,NH,21,621010,"GARMENTS, MADE-UP OF FABRICS OF FELTS AND NONWOVEN",1,0,1,40,0.0,0.0,0.0,0.6,
Import,NH,22,640419,"FOOTWEAR, WITH OUTER SOLES OF RUBBER OR PLASTICS A",35,48,66,37,0.3,0.4,0.6,0.5,
Import,NH,23,271600,ELECTRICAL ENERGY,53,64,45,36,0.5,0.5,0.4,0.5,
Import,NH,24,851770,PARTS OF TELEPHONE SETS AND OTHER APPARATUS FOR TH,37,37,43,35,0.3,0.3,0.4,0.5,
Import,NH,25,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",30,28,33,34,0.3,0.2,0.3,0.5,
Export,NJ,-1,0,Total_25,11348,11974,13761,17432,33.1,33.9,38.6,45.8,
Export,NJ,1,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM",466,1003,1334,2716,1.4,2.8,3.7,7.1,
Export,NJ,2,711031,"RHODIUM, UNWROUGHT OR IN POWDER FORM",142,294,637,2496,0.4,0.8,1.8,6.6,
Export,NJ,3,711299,"WASTE AND SCRAP OF PRECIOUS METAL, NESOI",491,806,959,1108,1.4,2.3,2.7,2.9,
Export,NJ,4,851712,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRE,837,706,929,927,2.4,2.0,2.6,2.4,
Export,NJ,5,711292,"WASTE AND SCRAP OF PLATINUM, INCLUDING METAL CLAD",300,212,502,836,0.9,0.6,1.4,2.2,
Export,NJ,6,330499,BEAUTY OR MAKE-UP PREPARATIONS AND PREPARATIONS FO,675,746,850,793,2.0,2.1,2.4,2.1,
Export,NJ,7,711029,"PALLADIUM, SEMIMANUFACTURED",161,235,465,775,0.5,0.7,1.3,2.0,
Export,NJ,8,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",210,661,770,727,0.6,1.9,2.2,1.9,
Export,NJ,9,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,504,828,986,721,1.5,2.3,2.8,1.9,
Export,NJ,10,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",1812,893,987,651,5.3,2.5,2.8,1.7,
Export,NJ,11,720449,"FERROUS WASTE AND SCRAP, NESOI",668,794,627,540,1.9,2.2,1.8,1.4,
Export,NJ,12,847190,AUTOMATIC DATA PROCESSING UNTS THEREOF; MAGNETIC/O,6,130,684,515,0.0,0.4,1.9,1.4,
Export,NJ,13,382499,CHEMICAL PRODUCTS AND PREPARATIONS OF THE CHEMICAL,186,183,167,420,0.5,0.5,0.5,1.1,
Export,NJ,14,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",801,829,724,417,2.3,2.3,2.0,1.1,
Export,NJ,15,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",398,338,401,408,1.2,1.0,1.1,1.1,
Export,NJ,16,711319,"JEWELRY AND PARTS THEREOF, OF PRECIOUS METAL OTHER",1086,744,227,406,3.2,2.1,0.6,1.1,
Export,NJ,17,330290,MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES (I,267,218,281,365,0.8,0.6,0.8,1.0,
Export,NJ,18,381512,SUPPORTED CATALYSTS WITH PRECIOUS METAL OR PRECIOU,322,269,294,359,0.9,0.8,0.8,0.9,
Export,NJ,19,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",308,319,291,352,0.9,0.9,0.8,0.9,
Export,NJ,20,711011,"PLATINUM, UNWROUGHT OR IN POWDER FORM",282,288,124,350,0.8,0.8,0.3,0.9,
Export,NJ,21,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",521,469,543,336,1.5,1.3,1.5,0.9,
Export,NJ,22,490199,"PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRI",316,313,365,327,0.9,0.9,1.0,0.9,
Export,NJ,23,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",228,293,220,299,0.7,0.8,0.6,0.8,
Export,NJ,24,330210,MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES (I,285,322,310,295,0.8,0.9,0.9,0.8,
Export,NJ,25,847990,PARTS OF MACHINES AND MECHANICAL APPLIANCES HAVING,76,82,87,291,0.2,0.2,0.2,0.8,
Import,NJ,-1,0,Total_25,39861,47743,49876,44414,35.4,37.4,39.5,38.6,
Import,NJ,1,300490,"MEDICAMENTS, IN MEASURED DOSES, ETC. (EXCLUDING VA",7768,9433,10910,13249,6.9,7.4,8.6,11.5,
Import,NJ,2,271012,LIGHT OILS AND PREPARATIONS CONTAINING GT=70% BY W,6599,9519,9800,4417,5.9,7.4,7.8,3.8,
Import,NJ,3,270900,"PETROLEUM OILS AND OILS FROM BITUMINOUS MINERALS,",6864,7803,6902,4019,6.1,6.1,5.5,3.5,
Import,NJ,4,271019,"PETROLEUM OILS, OILS FROM BITUMINOUS MINERALS (OTH",2702,4084,3598,2558,2.4,3.2,2.9,2.2,
Import,NJ,5,870323,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,3895,2044,2124,2273,3.5,1.6,1.7,2.0,
Import,NJ,6,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM",1156,905,1555,2106,1.0,0.7,1.2,1.8,
Import,NJ,7,711031,"RHODIUM, UNWROUGHT OR IN POWDER FORM",218,258,608,1829,0.2,0.2,0.5,1.6,
Import,NJ,8,870324,PASSENGER MOTOR VEHICLES WITH SPARK-IGNITION INTER,1821,1103,1263,1420,1.6,0.9,1.0,1.2,
Import,NJ,9,870340,"PASSENGER MOTOR VEHICLES, WITH BOTH APRK-IG INTRNL",2,0,0,1234,0.0,0.0,0.0,1.1,
Import,NJ,10,300215,"IMMUNOLOGICAL PRODUCTS, PUT UP IN MEASURED DOSES O",334,3776,3169,1035,0.3,3.0,2.5,0.9,
Import,NJ,11,30617,"SHRIMPS AND PRAWNS, FROZEN, OTHER THAN COLD-WATER",647,725,766,872,0.6,0.6,0.6,0.8,
Import,NJ,12,851712,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRE,252,209,1131,818,0.2,0.2,0.9,0.7,
Import,NJ,13,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,646,658,251,796,0.6,0.5,0.2,0.7,
Import,NJ,14,40690,"CHEESE, NESOI, INCLUDING CHEDDAR AND COLBY",665,800,822,763,0.6,0.6,0.7,0.7,
Import,NJ,15,854140,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCLUDING PH",687,372,545,710,0.6,0.3,0.4,0.6,
Import,NJ,16,220421,WINE OF FRESH GRAPES (OTHER THAN SPARKLING WINE) A,455,509,619,705,0.4,0.4,0.5,0.6,
Import,NJ,17,330300,PERFUMES AND TOILET WATERS,567,628,681,688,0.5,0.5,0.5,0.6,
Import,NJ,18,180100,"COCOA BEANS, WHOLE OR BROKEN, RAW OR ROASTED",658,459,519,635,0.6,0.4,0.4,0.6,
Import,NJ,19,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NESOI",498,566,713,628,0.4,0.4,0.6,0.5,
Import,NJ,20,190531,COOKIES (SWEET BISCUITS),555,609,520,625,0.5,0.5,0.4,0.5,
Import,NJ,21,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",688,716,674,619,0.6,0.6,0.5,0.5,
Import,NJ,22,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHODES,570,598,506,618,0.5,0.5,0.4,0.5,
Import,NJ,23,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEREO,578,911,1039,609,0.5,0.7,0.8,0.5,
Import,NJ,24,330499,BEAUTY OR MAKE-UP PREPARATIONS AND PREPARATIONS FO,557,605,620,596,0.5,0.5,0.5,0.5,
Import,NJ,25,847130,"PORTABLE DIGTL AUTOMATIC DATA PROCESSING MACHINES,",479,455,543,592,0.4,0.4,0.4,0.5,
Export,NM,-1,0,Total_25,2591,2612,3343,2613,70.1,67.0,71.4,70.8,
Export,NM,1,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,665,522,1193,904,18.0,13.4,25.5,24.5,
Export,NM,2,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",714,955,506,479,19.3,24.5,10.8,13.0,
Export,NM,3,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",207,196,353,171,5.6,5.0,7.6,4.6,
Export,NM,4,271119,"PETROLEUM GASES AND OTHER GASEOUS HYDROCARBONS, LI",95,91,83,81,2.6,2.3,1.8,2.2,
Export,NM,5,852351,SOLID-STATE NON-VOLATILE SEMICONDUCTOR STORAGE DEV,0,3,32,74,0.0,0.1,0.7,2.0,
Export,NM,6,854470,"INSULATED OPTICAL FIBER CABLES, MADE UP OF INDIVID",12,18,28,70,0.3,0.5,0.6,1.9,
Export,NM,7,392690,"ARTICLES OF PLASTICS, NESOI",47,44,59,67,1.3,1.1,1.3,1.8,
Export,NM,8,381800,"CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN",48,52,64,63,1.3,1.3,1.4,1.7,
Export,NM,9,310490,"POTASSIC MINERAL OR CHEMICAL FERTILIZER, NESOI",25,38,46,60,0.7,1.0,1.0,1.6,
Export,NM,10,40690,"CHEESE, NESOI, INCLUDING CHEDDAR AND COLBY",15,22,46,59,0.4,0.6,1.0,1.6,
Export,NM,11,854140,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCLUDING PH",26,41,57,57,0.7,1.1,1.2,1.5,
Export,NM,12,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",51,57,52,53,1.4,1.5,1.1,1.4,
Export,NM,13,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",96,103,44,53,2.6,2.6,0.9,1.4,
Export,NM,14,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.S.O.I",72,94,83,48,2.0,2.4,1.8,1.3,
Export,NM,15,841330,"FUEL, LUBRICATING OR COOLING MEDIUM PUMPS FOR INTE",54,43,50,48,1.5,1.1,1.1,1.3,
Export,NM,16,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",15,54,42,47,0.4,1.4,0.9,1.3,
Export,NM,17,382499,CHEMICAL PRODUCTS AND PREPARATIONS OF THE CHEMICAL,23,22,31,47,0.6,0.6,0.7,1.3,
Export,NM,18,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",128,88,60,35,3.5,2.3,1.3,1.0,
Export,NM,19,732690,"ARTICLES OF IRON OR STEEL, NESOI",32,26,28,35,0.9,0.7,0.6,0.9,
Export,NM,20,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,30,24,55,33,0.8,0.6,1.2,0.9,
Export,NM,21,930690,"BOMBS, GRENADES, TORPEDOES, MINES, MISSILES AND SI",136,48,358,32,3.7,1.2,7.6,0.9,
Export,NM,22,40490,"PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS,",15,16,11,25,0.4,0.4,0.2,0.7,
Export,NM,23,80290,"NUTS, NESOI, FRESH OR DRIED, WHETHER OR NOT SHELLE",49,36,34,24,1.3,0.9,0.7,0.6,
Export,NM,24,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS, NESOI",3,7,11,23,0.1,0.2,0.2,0.6,
Export,NM,25,851769,APPARATUS FOR THE TRANSMISSION OR RECEPTION OF VOI,33,13,17,22,0.9,0.3,0.4,0.6,
Import,NM,-1,0,Total_25,1136,1220,2579,2996,49.9,47.7,57.9,65.3,
Import,NM,1,847330,PARTS AND ACCESSORIES FOR AUTOMATIC DATA PROCESSIN,357,332,989,953,15.7,13.0,22.2,20.8,
Import,NM,2,901890,"INSTRUMENTS AND APPLIANCES FOR MEDICAL, SURGICAL O",0,1,315,411,0.0,0.1,7.1,9.0,
Import,NM,3,300214,"IMMUNOLOGICAL PRODUCTS, MIXED, NOT PUT UP IN MEASU",76,133,140,276,3.3,5.2,3.1,6.0,
Import,NM,4,851769,APPARATUS FOR THE TRANSMISSION OR RECEPTION OF VOI,108,104,113,132,4.7,4.1,2.5,2.9,
Import,NM,5,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEGRATED",7,6,26,115,0.3,0.2,0.6,2.5,
Import,NM,6,851770,PARTS OF TELEPHONE SETS AND OTHER APPARATUS FOR TH,28,16,23,111,1.2,0.6,0.5,2.4,
Import,NM,7,841330,"FUEL, LUBRICATING OR COOLING MEDIUM PUMPS FOR INTE",2,54,128,101,0.1,2.1,2.9,2.2,
Import,NM,8,392690,"ARTICLES OF PLASTICS, NESOI",60,74,80,98,2.6,2.9,1.8,2.1,
Import,NM,9,847150,DIGITAL PROCESSING UNITS OTHER THAN THOSE OF 8471.,16,12,63,84,0.7,0.5,1.4,1.8,
Import,NM,10,848180,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIP",2,41,94,76,0.1,1.6,2.1,1.7,
Import,NM,11,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS, NESOI",17,49,37,61,0.7,1.9,0.8,1.3,
Import,NM,12,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",67,128,162,61,2.9,5.0,3.6,1.3,
Import,NM,13,851762,"MACHINES FOR THE RECEPTION, CONVERSION AND TRANSMI",27,26,58,57,1.2,1.0,1.3,1.2,
Import,NM,14,854140,"PHOTOSENSITIVE SEMICONDUCTOR DEVICES, INCLUDING PH",11,17,4,50,0.5,0.7,0.1,1.1,
Import,NM,15,850440,ELECTRICAL STATIC CONVERTERS; POWER SUPPLIES FOR A,33,34,43,48,1.5,1.3,1.0,1.0,
Import,NM,16,854470,"INSULATED OPTICAL FIBER CABLES, MADE UP OF INDIVID",24,21,24,48,1.1,0.8,0.5,1.0,
Import,NM,17,852351,SOLID-STATE NON-VOLATILE SEMICONDUCTOR STORAGE DEV,211,34,31,40,9.2,1.3,0.7,0.9,
Import,NM,18,730669,"TUBES, PIPES AND HOLLOW PROFILES, OF IRON OR STEEL",2,0,55,38,0.1,0.0,1.2,0.8,
Import,NM,19,381800,"CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN",45,54,57,37,2.0,2.1,1.3,0.8,
Import,NM,20,730890,"STRUCTURES AND PARTS OF STRUCTURES NESOI, OF IRON",3,18,12,37,0.1,0.7,0.3,0.8,
